rent,area,yearc,location
522.4891968,60,1981,1
587.4743652,115,1918,1
705.3271484,114,1918,0
483.4776001,45,1983,1
347.7295837,79,1957,0
197.2052917,45,1958,0
166.7322845,75,1978,0
528.8803101,79,1962,0
313.5242004,72,1972,0
187.8486328,28,1957.5,0
541.1513672,83,1937,1
459.6513977,84,1939,0
464.508667,35,1986,0
429.8430786,48,1960,0
610.4313965,93,1941,0
608.9997559,60,1972,0
284.1760254,64,1965,0
309.5872192,54,1975,0
565.0797729,58,1972,0
316.540802,63,1939,0
485.7784119,79,1956,0
276.1998901,48,1960,0
416.6517639,65,1967,0
661.4071655,75,1918,1
364.6533813,38,1959,0
284.5339355,34,1918,1
182.1732941,40,1918,0
423.9632263,59,1918,0
448.1473389,65,1960,0
338.219574,56,1967,0
837.0870361,89,1983,1
359.9494934,109,1929,1
347.0137939,100,1939,0
545.3950195,76,1929,0
267.8658142,32,1967,0
816.4819946,98,1955,0
544.2191162,104,1929,2
654.9137573,110,1918,2
226.4000397,47,1924,0
995.4852905,136,1918,1
457.1460571,66,1964,0
529.8005981,72,1954,1
329.6298828,90,1918,1
338.7308655,43,1965,1
314.3422546,32,1957.5,1
337.4526367,35,1994.5,0
581.4923096,70,1987,0
583.0772705,94,1918,1
501.2194214,60,1929,0
495.4418335,70,1918,1
502.5999146,87,1918,1
283.5624695,79,1972,0
394.8707275,67,1985,1
355.5523987,36,1959,1
318.3303223,72,1953,1
500.6570129,68,1979,0
389.1953735,55,1929,0
342.9745789,58,1957.5,0
797.1040649,75,1935,0
417.5209351,84,1918,1
406.4770508,56,1971,0
649.9030762,73,1971,0
567.5339966,58,1984,0
333.4134216,38,1972,0
237.2394257,72,1957.5,1
296.8049316,69,1957.5,1
410.2606201,92,1957.5,0
577.0440063,78,1957.5,1
500.1457214,73,1957.5,1
511.1896057,87,1971,0
303.1960754,55,1936,0
310.8143616,74,1955,0
435.8763428,92,1972,0
385.9742432,43,1939,1
422.6338501,66,1918,0
500.4524841,106,1918,1
464.1507568,84,1962,0
576.6350098,114,1929,0
348.2920227,79,1972,0
364.4488525,38,1988,0
201.3978729,42,1952,0
217.6569672,59,1918,0
322.216156,93,1939,0
477.3932495,44,1939,0
313.1151733,104,1918,0
369.612915,60,1957.5,0
454.4362183,55,1918,0
569.9882202,73,1961,0
157.2733917,70,1931,0
254.8278656,33,1972,0
518.2454224,70,1964,1
343.8948975,66,1965,1
338.8331299,57,1964,1
238.5688019,26,1962,0
319.148407,35,1972,0
300.0772095,42,1957.5,0
374.1122742,55,1918,2
416.7539978,69,1965,0
448.3518677,88,1957,0
373.4987183,55,1971,0
396.4557495,65,1960,0
603.5800781,78,1955,1
816.5331421,80,1954,1
545.9575195,108,1924,1
305.2923584,30,1972,1
169.7489014,43,1918,0
208.5048218,80,1929,0
313.0640259,68,1918,0
577.913208,90,1963,0
805.8982544,92,1966,0
623.4182129,98,1962,0
515.5355835,53,1983,2
396.0466919,59,1968,1
365.2157898,40,1958,0
540.6911621,65,1939,1
589.4684448,50,1990,1
351.8199158,43,1983,0
356.2170715,35,1970,0
293.4815369,37,1968,0
486.2385864,78,1968,0
512.5189819,117,1957.5,1
636.711792,110,1929,1
397.018158,48,1957.5,1
1176.993896,150,1918,1
290.7205505,88,1929,0
343.0257263,54,1956,0
294.7086487,53,1963,0
439.4042664,54,1967,1
605.4718018,73,1939,1
711.1558838,83,1935,1
363.2217712,38,1971,1
270.2177734,69,1955,1
321.1424255,43,1956,1
436.1831055,52,1929,0
677.3083496,70,1984,1
401.6708984,93,1918,1
458.6799316,54,1957.5,1
353.5072327,88,1934,1
814.7947388,83,1986,1
701.7991943,72,1972,0
277.7848816,30,1973,0
520.9041748,72,1972,1
782.4299927,73,1972,1
778.1862183,110,1983,1
294.2484741,33,1962,0
546.6732788,58,1962,0
595.7061768,80,1972,1
330.1922913,71,1972,0
212.5951538,76,1918,1
278.5007019,40,1962,0
276.6600342,30,1958,1
378.458252,32,1972,0
362.9661255,49,1994,1
531.6924438,84,1970,0
459.1401062,55,1962,0
328.8117981,23,1973,0
311.4790344,52,1968,0
512.7746582,105,1918,0
627.5085449,147,1918,0
657.3168335,115,1929,1
639.6772461,84,1986,0
473.6607971,56,1973,0
390.1156921,54,1962,1
188.5133209,78,1939,0
257.4866028,47,1959,0
350.3883057,70,1957.5,1
319.5063171,55,1962,0
291.2829895,53,1968,0
803.4440918,97,1994.5,0
413.9418945,80,1963,0
343.9460449,60,1983,0
405.0454407,65,1963,1
447.1247559,61,1954,0
856.4650269,75,1993,1
418.9525757,49,1983,1
676.0300903,65,1993,0
443.6479797,80,1973,0
626.7416382,52,1994,1
397.5294495,52,1957.5,1
345.0197449,43,1955,1
446.1021729,43,1971,1
461.389801,75,1957.5,1
908.5145264,160,1918,1
249.2036591,38,1962,0
406.7326965,37,1959,1
496.8734436,56,1918,1
292.6634827,64,1952,0
480.6654968,57,1986,0
523.6651001,80,1918,0
235.347641,60,1954,0
106.0930634,30,1918,1
620.2481689,56,1973,1
555.1095581,60,1983,0
443.5457153,70,1968,0
344.3039551,74,1968,0
468.0365906,43,1983,0
542.9920044,95,1964,0
665.088501,54,1966,0
529.0336914,79,1972,1
533.2774048,108,1957.5,0
371.8625793,70,1929,0
299.3613892,32,1974,0
439.9155579,90,1961,0
200.6309357,50,1918,0
862.8050537,100,1968,2
791.7354736,100,1918,1
747.3041992,98,1955,0
565.3865967,94,1918,1
465.1222229,68,1973,0
681.8588257,60,1994.5,0
528.8803101,84,1973,0
413.1238403,70,1971,0
407.4485168,75,1968,0
259.1227112,29,1967,0
519.5236816,115,1918,0
151.9048157,44,1924,0
607.6704102,56,1979,0
415.1690063,75,1957.5,0
742.1401367,82,1977,1
194.5976868,128,1918,1
501.6284485,80,1960,0
202.3182068,41,1955,0
273.5922852,60,1939,1
189.4336395,54,1929,0
228.3429565,31,1959,1
494.1124878,60,1918,0
639.6261597,112,1918,1
466.0936584,69,1972,0
377.5890503,48,1953,0
477.3932495,136,1918,1
232.6889343,30,1959,1
375.4416199,80,1918,0
511.4452515,65,1929,1
313.9332275,75,1957.5,1
542.6852417,62,1989,0
450.9083252,51,1929,0
498.2539368,59,1918,0
204.0565948,68,1957.5,0
271.9561768,47,1932,0
638.6546631,70,1961,0
283.4602356,33,1963,0
521.1087036,69,1967,0
455.3565369,58,1939,1
452.6978455,56,1970,0
438.0748901,49,1918,0
553.5245972,117,1957.5,1
384.7471313,93,1989,1
434.5469971,58,1939,1
530.1074219,65,1982,1
506.6902466,67,1918,2
288.9821777,36,1970,1
424.0143433,51,1971,0
562.0120239,72,1959,0
305.752533,67,1962,1
453.7715454,38,1956,0
155.125946,56,1930,1
302.9915466,55,1918,1
132.9870148,30,1918,1
630.9852905,76,1918,0
992.5197754,110,1929,1
279.4721375,70,1918,1
593.6098633,97,1973,0
390.780365,80,1929,0
433.7288818,60,1968,0
471.5644836,72,1965,0
1513.42395,126,1996,1
458.2197876,65,1936,2
521.0064087,75,1974,1
439.9155579,61,1967,0
277.5803833,48,1972,0
614.2149658,50,1989,0
303.1449585,28,1974,0
401.1596069,55,1939,0
125.6244125,110,1918,1
744.5944214,69,1997,0
466.5027161,83,1957.5,0
520.4951172,87,1971,0
701.0322876,120,1957.5,1
277.2735901,50,1963,0
275.3306885,46,1957.5,1
360.9720764,54,1957,0
304.2186584,40,1971,0
595.5016479,86,1972,1
366.0338745,40,1964,0
249.5615692,55,1939,1
217.8103485,50,1957.5,1
503.2134705,72,1959,0
236.370224,20,1967,0
54.75936127,32,1961,0
382.1395569,84,1972,1
1072.741577,114,1931,1
749.7073364,90,1971,0
842.9669189,71,1994,1
594.1211548,109,1918,1
305.0367126,60,1929,1
281.2616577,62,1918,0
283.9715271,49,1957.5,0
349.7236328,64,1957,0
514.1550903,72,1965,0
511.0873413,74,1971,1
375.850647,62,1994.5,0
381.8839111,44,1970,0
288.7776489,35,1966,1
441.9607239,73,1918,0
313.7286987,63,1939,1
434.4447327,68,1972,1
593.6610107,75,1918,1
560.9382935,60,1957.5,1
298.5944519,25,1957.5,1
1132.460327,115,1968,2
255.6459351,54,1950,1
549.6898804,66,1957.5,0
269.8087463,52,1960,1
492.6297302,50,1929,1
310.5587158,64,1957.5,1
645.6594238,78,1984,1
323.4432373,30,1957.5,1
201.6535187,36,1972,0
771.9484863,67,1993,0
574.1807861,62,1984,0
466.1959229,50,1982,1
110.8992081,63,1938,0
479.8985596,79,1968,0
513.7972412,60,1983,0
443.2389526,79,1918,1
557.7683105,130,1957.5,0
172.663269,43,1918,1
585.3781128,87,1957.5,1
284.073761,60,1918,0
354.5298157,87,1918,1
444.6194153,84,1968,0
398.5520325,63,1994.5,0
669.6389771,140,1918,1
496.0042419,75,1957.5,1
172.6121368,73,1953,1
367.4143372,70,1957.5,1
599.3363037,64,1960,1
444.8239441,44,1973,0
429.1272583,56,1918,1
441.6028137,150,1954,1
444.2103882,133,1918,1
695.2035522,60,1918,1
493.8056946,65,1960,1
268.5304871,33,1994,0
416.089325,84,1957,0
438.9952087,78,1929,0
372.0159607,98,1924,0
321.5514832,49,1972,0
821.4926147,110,1979,0
614.2660522,52,1983,1
813.3119507,63,1991,0
592.0249023,75,1957.5,0
150.6265869,70,1957.5,1
397.2226868,60,1957.5,1
603.9379272,70,1929,0
364.2443542,70,1918,0
689.1703491,80,1957.5,1
236.0634613,58,1959,1
460.8273621,84,1957.5,0
305.5480042,88,1957.5,1
671.6329956,90,1918,0
451.624115,84,1965,0
475.2969055,59,1984,0
359.2336731,53,1937,1
347.8318481,64,1960,0
371.1979065,58,1963,0
442.369751,40,1957.5,0
656.7033081,79,1972,0
380.0432434,60,1937,0
136.7705841,36,1938,0
499.4299011,55,1971,1
582.6682129,58,1993,1
395.0241089,43,1983,0
912.9116821,92,1989,0
413.7373962,57,1972,0
421.764679,75,1967,0
505.1563721,50,1969,0
356.6260986,70,1965,0
374.2656555,73,1994.5,0
495.6463623,61,1961,2
599.5408325,105,1918,1
383.6734314,65,1954,1
542.9408569,76,1955,0
948.1396484,87,1918,1
437.0011902,105,1957.5,1
969.1537476,86,1995,1
215.4072571,52,1918,0
386.2298889,44,1995,1
311.1211243,33,1959,0
175.1174622,20,1956,0
488.2326355,50,1962,0
429.6385498,75,1968,1
379.480835,55,1957.5,1
450.1925049,96,1969,1
136.6172028,61,1929,0
522.8981934,84,1918,0
447.0736389,47,1984,0
466.5027161,61,1991,0
1213.091187,110,1992,0
576.6350098,106,1970,0
257.6399841,30,1971,0
243.7328491,57,1924,0
420.5375671,49,1950,0
328.7095642,34,1972,1
648.6248779,80,1966,0
642.8984375,60,1991,1
792.6558228,78,1995,1
425.5993652,79,1972,0
571.6243286,64,1977,1
553.8313599,78,1973,1
206.8175659,32,1964,0
375.0837097,70,1968,0
375.4927673,58,1972,0
224.763916,32,1965,0
473.5585327,53,1931,0
282.3353882,67,1939,1
839.6947021,104,1984,1
407.6530151,55,1918,0
379.6853333,63,1956,1
481.1767883,35,1973,0
237.0349121,26,1973,1
438.0237732,70,1963,0
318.7904968,58,1994.5,0
291.6920166,62,1960,0
433.1664734,59,1972,0
500.4013672,53,1983,0
506.8947754,68,1961,0
494.0613403,71,1967,0
217.9126129,23,1970,0
575.4589844,69,1975,0
222.6676178,47,1924,1
527.8577271,58,1985,0
547.5424805,139,1929,0
404.3807678,57,1957.5,0
178.4408722,69,1918,0
508.4797668,62,1974,1
340.8271484,34,1993,0
445.6419983,35,1979,0
233.5581207,27,1956,0
492.7319946,76,1965,0
272.8764954,58,1964,0
447.9428101,59,1984,0
460.1115723,77,1918,1
516.7626953,60,1918,1
212.0838623,48,1918,1
147.8144836,56,1929,0
372.731781,88,1918,1
460.6228638,50,1961,1
528.8292236,98,1972,1
405.5567322,68,1957.5,1
335.4074707,52,1971,0
354.7854614,70,1962,0
517.069458,71,1962,0
300.7418823,57,1939,0
463.6906128,83,1929,1
371.5558167,40,1952,1
550.2011719,73,1959,0
604.9605103,113,1918,1
1157.871704,160,1918,1
383.9801941,57,1957.5,1
230.3881226,71,1956,2
298.2876892,35,1939,1
698.8848877,76,1989,0
317.6656494,40,1970,1
422.787262,51,1973,1
570.3972168,94,1973,0
351.104126,56,1961,0
691.2666016,123,1929,1
291.2829895,120,1918,1
454.9986572,83,1954,0
359.7449646,52,1961,1
337.6571655,64,1959,1
557.1547241,56,1990,2
210.294342,66,1918,1
305.8547974,30,1971,1
466.8605957,49,1964,0
259.0715942,97,1971,1
56.49775314,40,1918,1
448.3007202,71,1962,0
533.1240234,58,1968,0
446.6645813,68,1959,0
242.3012238,45,1918,1
366.596283,65,1966,1
358.2622375,44,1972,0
348.3431396,40,1972,0
521.0575562,96,1991,1
386.9968262,53,1974,1
268.6838684,59,1942,0
715.8086548,78,1929,1
380.8101807,35,1957.5,1
656.4987793,67,1984,1
576.3793335,66,1979,1
572.4934692,71,1983,1
366.7496643,82,1941,0
285.4542542,34,1974,0
799.9672852,89,1984,0
309.4338379,88,1957.5,0
350.5928345,47,1964,0
753.74646,72,1918,1
519.8815918,70,1994.5,0
434.0357056,71,1967,0
346.5025024,72,1970,0
330.1411743,64,1963,0
216.3275909,63,1924,0
413.3794861,47,1986,0
328.6072998,42,1973,0
370.8911438,68,1972,0
393.1323547,35,1957.5,0
292.7657166,77,1918,1
377.2822876,59,1964,1
413.5328674,99,1918,1
580.1117554,64,1971,1
366.4429016,59,1957.5,1
280.8015137,26,1953,1
507.6105652,79,1957.5,1
269.6042175,39,1957.5,1
647.2443848,62,1957.5,1
492.3740845,59,1956,0
607.5681763,62,1983,1
310.7632141,59,1955,0
613.7547607,68,1960,0
270.115509,79,1971,0
585.8382568,74,1971,0
624.2874146,82,1963,0
414.6065979,83,1918,0
863.0606689,103,1918,1
599.3875122,69,1970,0
806.3583984,80,1982,1
306.5705872,38,1983,0
243.374939,28,1960,1
748.531311,70,1918,1
858.1522827,100,1918,0
296.4981689,79,1957.5,0
247.8231812,72,1974,0
319.5063171,64,1964,0
505.3097534,72,1957.5,0
393.5413818,37,1971,0
273.1321411,28,1969,0
506.1278381,131,1918,1
147.3031921,40,1918,1
611.0960083,70,1995,0
305.3946228,39,1957.5,1
397.2738037,35,1971,0
177.8784485,36,1957.5,1
574.4875488,79,1994.5,0
652.152771,70,1957.5,1
857.0274048,104,1961,0
361.1254578,68,1957.5,1
275.5352173,39,1962,1
295.5267029,46,1970,0
465.8380127,69,1965,0
419.5149841,84,1973,0
371.5046692,50,1960,1
345.9400635,32,1972,1
294.2995911,27,1957.5,0
707.7302246,110,1929,2
524.329834,43,1975,1
274.0013428,64,1918,1
540.333313,71,1968,0
362.3014221,39,1918,1
520.699646,48,1983,0
617.9473267,75,1957.5,1
369.4083862,32,1965,2
545.6506958,69,1955,0
1057.402832,120,1918,1
379.0206604,63,1957.5,0
344.0483093,90,1918,1
461.9010925,62,1957.5,1
520.4951172,52,1939,0
348.9055786,33,1972,1
645.6594238,87,1957.5,1
310.1496277,24,1960,1
493.8056946,52,1960,1
322.6251831,28,1991,0
981.578186,82,1984,1
235.2453918,33,1957.5,0
364.8578796,65,1964,0
348.0874939,70,1957.5,0
383.3155212,60,1958,0
423.7586975,60,1957.5,1
668.718689,65,1983,0
365.5737,75,1918,1
373.9588928,33,1967,0
334.3337708,48,1977,1
909.4860229,107,1994.5,0
342.5144348,34,1957.5,0
288.4708862,73,1962,0
307.8488159,34,1968,0
530.8743896,70,1957.5,0
338.0150452,30,1918,1
482.9663086,66,1951,0
504.3894348,42,1991,0
544.883728,90,1918,1
603.4778442,102,1970,0
368.8970947,85,1929,1
426.1617737,70,1963,0
407.0906067,66,1963,0
589.8774414,65,1929,0
437.1034546,83,1972,1
267.5079041,80,1918,1
315.3648376,33,1972,0
424.3211365,60,1968,0
402.4378357,40,1995,0
658.9530029,84,1983,1
326.4598694,83,1994.5,0
457.1972046,105,1961,0
466.60495,65,1957.5,1
736.2603149,68,1959,1
261.5257874,43,1994.5,1
330.5502014,39,1957.5,1
421.6112671,35,1994.5,1
332.9021301,106,1924,0
521.0575562,110,1918,1
519.3703003,54,1990,1
279.7789307,51,1972,0
649.1872559,64,1981,1
233.0468292,42,1957,0
759.9331665,120,1918,1
159.8809814,42,1938,0
270.115509,37,1967,0
217.043396,49,1957.5,1
518.4499512,66,1968,1
1184.458862,104,1983,2
466.4515686,69,1959,0
313.0129089,28,1965,0
527.6531982,55,1968,1
247.8742981,64,1957.5,0
368.5391846,46,1918,1
426.2640381,60,1957.5,1
402.4378357,65,1963,0
310.2008057,35,1972,0
210.9590302,65,1957.5,0
371.8625793,44,1972,1
682.6257935,94,1981,0
349.6213684,27,1983,0
382.2417908,52,1958,0
552.0930176,73,1918,0
253.5496368,38,1988,0
61.35502625,148,1918,1
737.8452759,100,1970,2
90.75431061,44,1955,0
317.5122681,49,1957.5,1
360.0517578,60,1957.5,1
306.8773804,62,1972,1
804.4155273,90,1961,0
1063.947266,124,1979,0
366.9541931,65,1967,0
495.2373047,123,1929,0
418.4412842,68,1963,1
243.2726746,70,1956,1
662.3275146,80,1968,0
448.7097473,84,1967,0
650.1587524,84,1929,1
396.5068665,39,1960,0
228.3429565,37,1954,0
535.5782471,76,1957.5,1
660.3845825,75,1955,1
441.9095764,57,1981,0
295.0665283,58,1956,0
565.2331543,49,1991,0
615.1863403,62,1957.5,1
467.8831787,37,1957.5,0
227.8827972,35,1956,0
699.5494995,54,1991,0
485.4205322,50,1984,1
292.3566895,30,1939,0
527.1419067,71,1929,0
346.3491211,48,1939,0
438.7907104,60,1991,1
475.5525513,99,1918,0
399.9836426,76,1929,0
855.237915,88,1991,0
669.6389771,118,1918,0
324.312439,37,1953,1
343.5370178,35,1972,1
182.6845856,54,1960,0
401.057373,67,1972,0
288.0618591,42,1963,1
358.2622375,54,1983,0
231.1550598,30,1929,0
618.100769,115,1991,0
549.1785889,54,1918,1
464.7131958,57,1963,0
542.0716553,107,1957.5,1
593.8655396,40,1991,1
298.4921875,34,1929,0
286.1700745,39,1958,0
673.6270752,68,1961,0
422.6849976,59,1954,0
353.1493225,65,1939,1
186.8260498,35,1957.5,1
366.2383728,36,1972,1
281.8752136,76,1929,0
422.3270874,50,1939,0
583.3329468,98,1996,0
934.9994507,105,1980,0
418.7480469,95,1957.5,0
601.177002,90,1918,1
576.9928589,72,1963,1
247.9254303,29,1969,1
521.9779053,75,1975,1
382.8042297,54,1969,0
414.5043335,35,1970,0
490.6356812,57,1959,1
226.093277,59,1918,1
176.8047333,88,1918,1
637.9900513,79,1957.5,0
448.556366,92,1918,0
414.0953064,54,1972,0
434.2401733,85,1972,0
273.6945496,50,1970,0
766.6821899,86,1994,0
435.0071411,46,1991,0
503.6736145,68,1972,0
423.9632263,45,1996,0
132.9358826,39,1986,0
318.585968,29,1971,1
504.7984619,56,1996,0
286.7836304,35,1968,0
372.731781,67,1965,0
519.7792969,51,1961,0
352.7402954,50,1918,1
539.6685791,78,1957.5,1
204.6701355,36,1939,0
345.0708923,50,1918,0
318.4325867,67,1939,0
698.2713013,80,1958,0
382.9576111,73,1957.5,1
517.0183716,53,1988,0
319.0461426,51,1962,0
164.5848541,42,1958,1
302.7870483,73,1929,0
486.2385864,38,1967,0
392.1608582,70,1959,0
246.0336609,30,1983,0
244.4997864,56,1918,0
243.068161,34,1962,0
370.1753235,76,1918,0
547.9514771,74,1985,0
726.6480103,78,1954,0
375.4416199,97,1957.5,1
338.4752197,53,1960,1
629.0424194,56,1918,0
390.0134277,73,1918,0
299.8215637,87,1918,1
380.6567993,50,1958,1
739.0723877,109,1929,0
190.4050903,70,1918,0
543.6566772,70,1957.5,0
350.5928345,37,1957.5,1
207.7890167,31,1957.5,0
915.6726685,86,1991,1
588.0368042,72,1954,1
383.7756653,63,1961,0
532.050293,68,1965,0
540.1287842,74,1983,0
271.5471191,23,1961,0
121.2784348,59,1929,0
259.6340027,33,1963,0
302.7870483,63,1938,0
536.0895386,78,1971,0
400.9039612,58,1970,0
387.3547058,78,1918,0
756.2518311,98,1959,1
261.7814331,32,1952,1
260.5032043,72,1982,0
365.4203186,70,1972,1
468.4967346,47,1981,1
391.342804,73,1968,1
352.0244751,30,1972,1
388.1216431,79,1957.5,1
367.4654846,54,1972,1
1154.803833,100,1989,1
401.3641357,67,1929,1
653.3798828,74,1957.5,1
598.2626343,73,1977,0
385.9230957,27,1972,1
383.6222839,56,1964,0
384.8493958,48,1957,0
798.3822632,65,1918,2
883.0521851,132,1929,1
444.0058899,48,1950,1
324.261322,49,1972,0
786.4180298,103,1968,1
318.0746765,97,1918,0
291.0784607,32,1971,0
564.9263916,64,1984,1
390.6781006,64,1972,0
211.2146759,26,1962,0
267.098877,64,1971,0
1171.829834,89,1983,0
592.3827515,70,1959,0
264.491272,28,1958,0
320.8867798,38,1956,0
486.0852051,52,1986,1
377.1800232,29,1996,0
511.1896057,66,1983,0
581.7479248,95,1955,1
408.1643066,66,1972,0
190.1494446,70,1918,1
785.0886841,100,1939,1
337.0436096,78,1918,0
493.3966675,88,1972,0
379.3274536,35,1984,0
260.7077332,33,1962,0
957.3429565,95,1918,1
694.3343506,70,1957.5,1
678.2797852,94,1979,0
517.7341309,47,1990,1
383.008728,81,1973,0
341.7986145,78,1968,0
570.1415405,58,1980,0
619.9414063,70,1968,0
523.8696289,52,1968,0
435.620697,58,1963,0
391.3939209,43,1981,0
368.6925659,41,1970,0
462.2589722,58,1972,0
478.8759766,75,1960,1
497.4869995,54,1983,1
272.723114,42,1956,0
122.4544067,60,1939,0
1837.889893,145,1918,1
439.1486206,86,1954,0
668.7697754,100,1918,1
668.2073975,54,1993,0
752.3660278,76,1991,1
312.3482361,30,1983,1
279.2164917,39,1918,1
359.6427307,72,1957.5,1
366.4940186,74,1957.5,1
525.7102661,86,1966,0
497.026825,61,1983,0
371.7603149,60,1972,0
532.9706421,69,1972,0
453.9760742,100,1957.5,1
247.5164032,62,1918,0
359.387085,64,1957.5,0
445.5397644,77,1918,0
472.8427124,76,1968,0
451.0105591,80,1969,0
228.9564972,27,1960,1
462.0033264,110,1918,1
302.633667,73,1964,0
266.6387024,67,1957.5,1
55.06613541,44,1936,1
560.6315308,100,1918,0
415.6291809,68,1954,0
311.5301514,62,1972,1
636.4049683,81,1970,0
329.0163269,54,1960,0
274.819397,30,1970,0
951.0028687,91,1985,1
311.2233887,79,1918,0
452.186554,56,1970,0
352.8936768,37,1972,0
539.5663452,70,1989,1
143.3151093,40,1983,1
450.7037964,65,1918,0
531.5390015,60,1939,1
486.136322,68,1957.5,1
420.0773926,77,1957.5,1
639.2171021,81,1957.5,1
783.0946045,96,1918,1
1018.340027,120,1924,1
260.349823,42,1973,0
359.387085,43,1964,0
216.7877502,57,1918,0
418.3901367,102,1918,0
237.2905579,58,1969,0
259.6851501,50,1957.5,1
295.93573,49,1969,0
415.7825623,81,1970,0
333.515686,28,1972,1
1166.103394,104,1990,1
595.3482666,67,1918,1
461.1852722,65,1918,1
738.5610962,70,1985,2
588.0368042,73,1934,1
446.7157288,82,1953,0
671.6841431,84,1957.5,1
268.9906311,45,1933,0
300.3328552,60,1929,1
525.7614746,67,1957.5,1
602.659729,74,1960,0
251.0954437,45,1984,0
847.2617798,84,1965,0
809.1193848,100,1954,1
774.0447998,100,1918,1
497.3336182,98,1929,1
563.3925171,56,1992,0
210.3966064,50,1954,1
526.6817627,62,1957.5,0
718.1605835,64,1918,2
365.9316101,53,1972,0
653.7888794,80,1918,1
466.7583618,69,1961,0
500.4013672,86,1957.5,0
367.2098389,35,1971,1
296.8560486,61,1939,0
576.6860962,80,1976,1
360.8186951,40,1929,0
566.9204712,62,1929,0
333.1066589,65,1918,1
236.370224,48,1957.5,0
356.3193359,75,1957.5,1
476.7285767,60,1957.5,0
395.0241089,92,1957.5,1
592.2294312,62,1957.5,1
366.9541931,84,1974,0
323.9545288,62,1939,1
203.4430389,144,1918,0
470.3374023,45,1984,1
289.6979675,53,1963,1
308.6669006,60,1918,0
291.5897522,65,1957.5,1
458.9355774,76,1929,1
452.9023438,65,1929,1
168.3684082,45,1918,1
285.2497559,45,1960,1
812.4428101,100,1960,1
554.5471802,67,1960,1
303.2983398,52,1960,0
357.9043274,85,1918,1
895.0675659,94,1972,0
457.4017029,58,1959,0
190.8652496,30,1958,0
531.6412964,92,1918,1
301.3554382,70,1951,0
450.2436218,70,1918,1
929.2218628,95,1984,2
337.6571655,42,1958,0
716.626709,90,1959,0
507.6617126,46,1985,0
610.2779541,70,1967,0
550.8147583,56,1973,1
268.4282227,55,1983,0
268.5304871,30,1972,1
346.9626465,56,1962,0
539.6685791,70,1957.5,0
793.7295532,92,1918,0
341.9008789,53,1939,1
404.4318848,52,1959,0
739.2769165,65,1985,0
667.1848145,62,1967,0
365.3691711,68,1970,1
360.5119019,45,1937,0
471.4622192,62,1957.5,0
306.0081787,52,1958,0
256.259491,45,1956,0
571.0618896,66,1991,0
356.8306274,87,1929,1
541.0490723,58,1957.5,1
497.2313538,84,1958,0
666.111084,98,1988,1
665.3952637,70,1995,0
552.706543,83,1968,0
477.0353394,99,1968,0
348.5987854,70,1970,0
751.8035889,73,1992,0
1069.111328,112,1918,1
404.7386475,58,1918,0
427.0309753,52,1957.5,1
366.1872559,35,1957.5,0
381.3726196,51,1969,0
307.4397888,30,1969,0
442.9321594,60,1961,0
389.0931091,73,1918,0
349.0078125,66,1952,1
245.8802643,59,1918,1
344.0994263,62,1962,0
353.711731,31,1965,0
387.0990601,77,1957.5,1
270.3711548,67,1939,1
384.7982483,57,1959,1
589.6729736,88,1957.5,0
515.586731,79,1960,0
307.5931702,65,1918,1
383.3155212,102,1918,0
241.8410645,64,1929,0
277.9894104,35,1974,0
516.8649902,80,1970,0
410.9764099,65,1971,0
541.6115112,64,1972,0
335.0495605,41,1972,0
319.4040527,40,1957.5,0
400.03479,56,1958,1
542.5317993,80,1918,1
390.1156921,64,1918,0
562.5233154,110,1918,0
529.6983643,96,1983,0
342.7189331,62,1918,1
444.9773254,70,1924,1
527.6531982,100,1970,1
846.2391968,96,1991,0
324.9259949,44,1963,1
132.3734589,33,1960,0
265.462738,60,1952,1
405.3010864,32,1957.5,1
273.5922852,68,1918,0
1129.75061,106,1977,1
294.5041199,47,1929,0
702.6172485,78,1981,0
346.7581482,60,1961,0
559.2510986,85,1964,0
485.8806763,72,1958,0
836.6269531,105,1980,0
766.4265137,70,1983,0
318.9438782,38,1971,0
412.7148132,40,1929,1
217.4013214,28,1957,0
511.4452515,56,1972,0
408.8289795,35,1976,0
365.522583,70,1962,1
719.0809326,106,1953,0
394.8196106,33,1972,1
717.8026733,100,1983,1
239.5402527,28,1939,0
199.4549713,65,1957.5,1
442.0629578,59,1918,1
271.0869751,54,1937,0
251.9646301,34,1957,0
504.1337891,55,1984,1
460.4694519,81,1929,1
524.2786865,76,1966,0
247.2096252,69,1939,0
684.2107544,60,1991,0
600.5634155,83,1918,1
241.9944458,31,1970,1
672.7578735,60,1991,1
429.8941956,79,1962,0
338.0150452,76,1929,0
224.2526245,52,1929,0
314.495636,37,1965,0
942.5154419,87,1991,0
1005.302063,110,1929,1
472.3825684,80,1969,0
371.4024353,33,1991,1
495.8508606,77,1918,0
532.5615845,71,1969,1
358.364502,65,1957.5,0
488.3348694,63,1971,0
463.9462585,65,1962,1
311.8369446,87,1989,2
768.4205933,80,1983,2
401.4664001,43,1918,0
531.9480591,79,1975,1
238.3131561,48,1918,1
572.3401489,61,1972,0
670.7127075,64,1991,1
487.5168152,90,1918,1
528.1134033,76,1937,1
228.854248,57,1918,1
240.1538086,36,1972,0
633.5928955,93,1957.5,1
449.1699219,90,1955,1
425.1903076,79,1957,0
420.0773926,92,1955,0
303.9118958,80,1955,0
311.6324158,80,1918,0
605.9830933,70,1918,0
